entity_type	entity	needs_review	description_source	description_words	empty_description
DRUG	human c1-esterase inhibitor	1	standard	383	0
DRUG	human calcitonin	0	standard	6	0
DRUG	human cytomegalovirus immune globulin	0	standard	43	0
DRUG	human immunoglobulin g	0	standard	71	0
DRUG	human interferon beta	0	standard	104	0
DRUG	human papillomavirus type 11 l1 capsid protein antigen	1	modified_drug	29	0
DRUG	human papillomavirus type 16 l1 capsid protein antigen	1	modified_drug	29	0
DRUG	human papillomavirus type 18 l1 capsid protein antigen	1	modified_drug	29	0
DRUG	human papillomavirus type 31 l1 capsid protein antigen	1	modified_drug	29	0
DRUG	human papillomavirus type 33 l1 capsid protein antigen	1	modified_drug	29	0
DRUG	human papillomavirus type 45 l1 capsid protein antigen	1	modified_drug	29	0
DRUG	human papillomavirus type 52 l1 capsid protein antigen	1	modified_drug	29	0
DRUG	human papillomavirus type 58 l1 capsid protein antigen	1	modified_drug	29	0
DRUG	human papillomavirus type 6 l1 capsid protein antigen	1	modified_drug	29	0
DRUG	human rho(d) immune globulin	0	standard	375	0
DRUG	human vaccinia virus immune globulin	1	standard	399	0
DRUG	human varicella-zoster immune globulin	0	standard	68	0
DRUG	huperzine a	1	standard	85	0
DRUG	hyaluronic acid	0	standard	35	0
DRUG	hyaluronidase / pertuzumab / trastuzumab injection	1	modified_drug	42	0
DRUG	hydralazine	1	standard	45	0
DRUG	hydralazine / isosorbide dinitrate pill	1	modified_drug	42	0
DRUG	hydrochlorothiazide	1	standard	60	0
DRUG	hydrochlorothiazide / losartan pill	1	modified_drug	58	0
DRUG	hydrochlorothiazide / metoprolol extended release oral tablet	1	modified_drug	42	0
DRUG	hydrochlorothiazide / olmesartan oral product	1	modified_drug	40	0
DRUG	hydrochlorothiazide, losartan drug combination	0	corrected_overlay	11	0
DRUG	hydrocodone	1	standard	46	0
DRUG	hydrocodone / ibuprofen pill	1	modified_drug	51	0
DRUG	hydrocortisone	0	standard	81	0
DRUG	hydrocortisone / lidocaine rectal cream	0	modified_drug	120	0
DRUG	hydrocortisone / lidocaine topical product	0	modified_drug	120	0
DRUG	hydrocortisone / neomycin / polymyxin b topical product	0	modified_drug	165	0
DRUG	hydrocortisone / pramoxine topical product	0	modified_drug	117	0
DRUG	hydrocortisone / tolnaftate topical product	0	modified_drug	118	0
DRUG	hydrocortisone 10 mg/ml / iodoquinol 10 mg/ml topical cream	0	modified_drug	133	0
DRUG	hydrocortisone aceponate	0	standard	6	0
DRUG	hydrocortisone acetate	0	standard	11	0
DRUG	hydrocortisone butyrate	1	standard	37	0
DRUG	hydrocortisone cypionate	0	standard	6	0
DRUG	hydrocortisone phosphate	0	standard	44	0
DRUG	hydrocortisone probutate	0	standard	11	0
DRUG	hydrocortisone succinate	1	standard	45	0
DRUG	hydrocortisone valerate	0	standard	16	0
DRUG	hydrocortisone/acetic acid	0	modified_drug	110	0
DRUG	hydroflumethiazide	1	standard	54	0
DRUG	hydrogen fluoride	1	standard	12	0
DRUG	hydrogen peroxide	1	standard	19	0
DRUG	hydromet	0	corrected_overlay	18	0
DRUG	hydromorphone	1	standard	58	0
DRUG	hydroquinidine	1	ChEMBL	19	0
DRUG	hydroquinine	0	PubChem	5	0
DRUG	hydroquinone	1	standard	52	0
DRUG	hydrotalcite	0	standard	23	0
DRUG	hydroxocobalamin	0	standard	43	0
DRUG	hydroxocobalamin sulfate	1	standard	3	0
DRUG	hydroxyamphetamine	0	standard	6	0
DRUG	hydroxycarbamide	1	standard	83	0
DRUG	hydroxychloroquine	1	standard	105	0
DRUG	hydroxyethyl ethylcellulose	0	standard	22	0
DRUG	hydroxyethyl starch	1	standard	44	0
DRUG	hydroxyprogesterone	1	standard	47	0
DRUG	hydroxyprogesterone caproate	0	standard	6	0
DRUG	hydroxypropyl cellulose	1	standard	0	1
DRUG	hydroxystilbamidine	0	standard	4	0
DRUG	hydroxyurea	1	standard	83	0
DRUG	hydroxyzine	1	standard	52	0
DRUG	hymenialdisine	1	ChEMBL	8	0
DRUG	hyoscyamine	1	standard	15	0
DRUG	hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium phosphate, monobasic pill	0	modified_drug	188	0
DRUG	hypochlorite	0	standard	22	0
DRUG	hypoxanthine	0	PubChem	42	0
DRUG	ibalizumab	0	standard	36	0
DRUG	ibandronate	0	standard	50	0
DRUG	ibandronic acid	0	standard	96	0
DRUG	ibrexafungerp	0	standard	46	0
DRUG	ibritumomab	1	standard	5	0
DRUG	ibritumomab tiuxetan	0	standard	77	0
DRUG	ibrutinib	1	standard	78	0
DRUG	ibudilast	0	standard	4	0
DRUG	ibuprofen	1	standard	76	0
DRUG	ibutilide	0	standard	11	0
DRUG	icariin	0	PubChem	108	0
DRUG	icatibant	1	standard	42	0
DRUG	icodextrin	1	standard	222	0
DRUG	icosapent	1	standard	64	0
DRUG	idarubicin	0	standard	20	0
DRUG	idazoxan	0	PubChem	40	0
DRUG	idebenone	1	standard	82	0
DRUG	idecabtagene vicleucel	0	standard	96	0
DRUG	idelalisib	1	standard	79	0
DRUG	idoxuridine	1	standard	38	0
DRUG	idursulfase	0	standard	22	0
DRUG	ifenprodil	0	PubChem	6	0
DRUG	ifosfamide	1	standard	59	0
DRUG	iguratimod	0	standard	6	0
DRUG	ilaprazole	0	standard	9	0
DRUG	ilepatril	1	ChEMBL	19	0
DRUG	iloperidone	1	standard	98	0
DRUG	iloprost	1	standard	84	0
DRUG	imatinib	1	standard	81	0
DRUG	imdevimab	0	standard	80	0
DRUG	imeglimin	0	standard	0	1
DRUG	imetelstat	0	standard	81	0
DRUG	imexon	0	NCI Thesaurus	57	0
DRUG	imidafenacin	0	standard	4	0
DRUG	imidapril	1	standard	83	0
DRUG	imidazole	0	PubChem	37	0
DRUG	imiglucerase	0	standard	27	0
DRUG	imipenem	1	standard	38	0
DRUG	imipramine	1	standard	42	0
DRUG	imiquimod	1	standard	52	0
DRUG	imlifidase	1	standard	0	1
DRUG	imolamine	0	standard	8	0
DRUG	imrecoxib	0	standard	0	1
DRUG	inavolisib	0	standard	112	0
DRUG	incadronic acid	0	standard	6	0
DRUG	inclisiran	0	standard	29	0
DRUG	indacaterol	1	standard	67	0
DRUG	indacaterol-glycopyrronium combination	0	corrected_overlay	12	0
DRUG	indacaterol/mometasone furoate	1	modified_drug	50	0
DRUG	indapamide	1	standard	50	0
DRUG	indigo carmine	1	standard	55	0
DRUG	indinavir	0	standard	20	0
DRUG	indium in-111	1	standard	18	0
DRUG	indocyanine green	0	standard	12	0
DRUG	indole-3-carbinol	0	PubChem	36	0
DRUG	indomethacin	1	standard	106	0
DRUG	indopan	0	PubChem	12	0
DRUG	indoprofen	0	PubChem	96	0
DRUG	indoramin	0	standard	6	0
DRUG	inebilizumab	0	standard	80	0
DRUG	inebilizumab-cdon	0	standard	80	0
DRUG	infigratinib	0	standard	87	0
DRUG	infliximab	1	standard	34	0
DRUG	influenza a virus (h1n1) antigen / influenza a virus (h3n2) antigen / influenza b virus antigen nasal product	0	modified_drug	94	0
DRUG	influenza a virus a/brisbane/59/2007(h1n1) antigen (propiolactone inactivated)	0	modified_drug	58	0
DRUG	influenza a virus a/brisbane/59/2007(h1n1) hemagglutinin antigen (propiolactone inactivated)	0	modified_drug	59	0
DRUG	influenza a virus a/california/122/2022 san-022 (h3n2) antigen (formaldehyde inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/california/7/2009 (h1n1) live (attenuated) antigen	0	modified_drug	58	0
DRUG	influenza a virus a/california/7/2009 x-181 (h1n1) antigen (propiolactone inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/california/7/2009 x-181 (h1n1) hemagglutinin antigen (propiolactone inactivated)	0	modified_drug	61	0
DRUG	influenza a virus a/cambodia/e0826360/2020 ivr-224 (h3n2) antigen (formaldehyde inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/cambodia/e0826360/2020 ivr-224 (h3n2) antigen (propiolactone inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/christchurch/16/2010 nib-74 (h1n1) antigen (propiolactone inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/darwin/11/2021 (h3n2) antigen (mdck cell derived, propiolactone inactivated)	0	modified_drug	65	0
DRUG	influenza a virus a/darwin/6/2021 (h3n2) recombinant hemagglutinin antigen	1	modified_drug	255	0
DRUG	influenza a virus a/darwin/6/2021 ivr-227 (h3n2) antigen (formaldehyde inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/darwin/6/2021 ivr-227 (h3n2) antigen (propiolactone inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/darwin/9/2021 san-010 (h3n2) antigen (formaldehyde inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/delaware/55/2019 cvr-45 (h1n1) antigen (mdck cell derived, propiolactone inactivated)	0	modified_drug	66	0
DRUG	influenza a virus a/hong kong/2671/2019 (h3n2) antigen 0.03 mg/ml / influenza a virus a/victoria/2454/2019 (h1n1) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/victoria/705/2018 antigen 0.03 mg/ml [fluad quadrivalent 2020-2021]	0	manual_final7_review	54	0
DRUG	influenza a virus a/indonesia/05/2005 (h5n1) antigen	0	modified_drug	54	0
DRUG	influenza a virus a/norway/16606/2021 (h3n2) live (attenuated) antigen	0	modified_drug	58	0
DRUG	influenza a virus a/perth/16/2009 (h3n2) live (attenuated) antigen	0	modified_drug	58	0
DRUG	influenza a virus a/tasmania/503/2020 (h3n2) antigen (mdck cell derived, propiolactone inactivated)	0	modified_drug	65	0
DRUG	influenza a virus a/tasmania/503/2020 (h3n2) live (attenuated) antigen	0	modified_drug	58	0
DRUG	influenza a virus a/tasmania/503/2020 ivr-221 (h3n2) antigen (formaldehyde inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/tasmania/503/2020 ivr-221 (h3n2) antigen (uv, formaldehyde inactivated)	0	modified_drug	62	0
DRUG	influenza a virus a/uruguay/716/2007(h3n2) antigen (propiolactone inactivated)	0	modified_drug	58	0
DRUG	influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (formaldehyde inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/victoria/210/2009 x-187 (h3n2) hemagglutinin antigen (formaldehyde inactivated)	0	modified_drug	61	0
DRUG	influenza a virus a/victoria/2570/2019 ivr-215 (h1n1) antigen (propiolactone inactivated)	0	modified_drug	60	0
DRUG	influenza a virus a/wisconsin/588/2019 (h1n1) recombinant hemagglutinin antigen	1	modified_drug	255	0
DRUG	influenza b virus b/austria/1359417/2021 bvr-26 antigen (propiolactone inactivated)	1	modified_drug	347	0
DRUG	influenza b virus b/austria/1359417/2021 bvr-26 antigen (uv, formaldehyde inactivated)	1	modified_drug	321	0
DRUG	influenza b virus b/austria/1359417/2021 bvr-26 hemagglutinin antigen (formaldehyde inactivated)	1	modified_drug	321	0
DRUG	influenza b virus b/austria/1359417/2021 live (attenuated) antigen	0	modified_drug	56	0
DRUG	influenza b virus b/austria/1359417/2021 recombinant hemagglutinin antigen	1	modified_drug	253	0
DRUG	influenza b virus b/brisbane/60/2008 antigen (formaldehyde inactivated)	1	modified_drug	321	0
DRUG	influenza b virus b/brisbane/60/2008 antigen (propiolactone inactivated)	0	modified_drug	57	0
DRUG	influenza b virus b/brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated)	1	modified_drug	321	0
DRUG	influenza b virus b/phuket/3073/2013 antigen (formaldehyde inactivated)	1	modified_drug	344	0
DRUG	influenza b virus b/singapore/inftt-16-0610/2016 antigen (mdck cell derived, propiolactone inactivated)	0	modified_drug	63	0
DRUG	influenza b virus b/singapore/wuh4618/2021 antigen (mdck cell derived, propiolactone inactivated)	1	modified_drug	266	0
DRUG	influenza b virus b/washington/02/2019 recombinant hemagglutinin antigen	1	modified_drug	321	0
DRUG	ingenol mebutate	1	standard	65	0
DRUG	inosine	0	PubChem	56	0
DRUG	inosine pranobex	0	standard	49	0
DRUG	inositol	1	standard	45	0
DRUG	inositol nicotinate	0	standard	14	0
DRUG	inotersen	0	standard	113	0
DRUG	inotuzumab ozogamicin	0	standard	80	0
DRUG	inotuzumab ozogamicin only product	1	standard	26	0
DRUG	insulin aspart	0	standard	81	0
DRUG	insulin aspart protamine, human / insulin aspart, human injectable suspension	1	modified_drug	27	0
DRUG	insulin aspart, human / insulin degludec injectable product	0	modified_drug	60	0
DRUG	insulin degludec	0	standard	143	0
DRUG	insulin detemir	0	standard	27	0
DRUG	insulin glargine	0	standard	81	0
DRUG	insulin glargine / lixisenatide injectable product	0	modified_drug	57	0
DRUG	insulin glulisine	1	standard	3	0
DRUG	insulin human	1	standard	102	0
DRUG	insulin lispro protamine, human 50 unt/ml	1	modified_drug	15	0
DRUG	insulin pork	0	standard	52	0
DRUG	interferon alfa	1	standard	67	0
DRUG	interferon alfa-2a	1	standard	42	0
DRUG	interferon alfa-2b	1	standard	34	0
DRUG	interferon alfa-n1	1	standard	67	0
DRUG	interferon alfa-n3	1	standard	92	0
DRUG	interferon alfacon-1	0	standard	68	0
DRUG	interferon beta	1	standard	24	0
DRUG	interferon beta-1a	1	standard	129	0
DRUG	interferon beta-1b	1	standard	131	0
DRUG	interferon gamma-1a	1	standard	34	0
DRUG	interferon gamma-1b	1	standard	56	0
DRUG	interferon-beta	0	standard	104	0
DRUG	inulin	0	NCI Thesaurus	90	0
DRUG	invanz	1	standard	74	0
DRUG	iobenguane	1	standard	5	0
DRUG	iodide	0	standard	26	0
DRUG	iodide i-131	1	standard	455	0
DRUG	iodine	1	standard	20	0
DRUG	iodohippurate sodium i-123	0	standard	17	0
DRUG	iodoquinol	1	standard	61	0
DRUG	iofetamine i-123	1	standard	9	0
DRUG	ioflupane i-123	1	standard	74	0
DRUG	iohexol	0	PubChem	50	0
DRUG	iomazenil	0	standard	5	0
DRUG	iopamidol	1	standard	53	0
DRUG	iopromide	1	standard	81	0
DRUG	iothalamate sodium i 125	0	standard	50	0
DRUG	ipi-493	0	PubChem	7	0
DRUG	ipilimumab	0	standard	18	0
DRUG	ipragliflozin	0	standard	4	0
DRUG	ipratropium	0	standard	13	0
DRUG	iproclozide	0	standard	5	0
DRUG	iproniazid	0	standard	9	0
DRUG	iptacopan	1	standard	90	0
DRUG	irbesartan	1	standard	44	0
DRUG	irinotecan	1	standard	142	0
DRUG	irinotecan hydrochloride (anhydrous)	1	standard	91	0
DRUG	irinotecan hydrochloride hydrate	1	standard	86	0
DRUG	iron	0	NCI Thesaurus	13	0
DRUG	iron dextran	0	standard	11	0
DRUG	iron isomaltoside 1000	0	standard	98	0
DRUG	iron sucrose	0	standard	81	0
DRUG	isatuximab	0	standard	71	0
DRUG	isavuconazole	1	standard	79	0
DRUG	isavuconazonium	1	standard	51	0
DRUG	isoaminile	0	standard	4	0
DRUG	isoamyl nitrite	1	standard	31	0
DRUG	isobutyric acid	0	PubChem	57	0
DRUG	isocarboxazid	0	standard	6	0
DRUG	isoconazole	1	standard	28	0
DRUG	isoetharine	0	standard	4	0
DRUG	isoflurane	0	standard	20	0
DRUG	isoflurophate	0	standard	38	0
DRUG	isoleucine	0	PubChem	80	0
DRUG	isometheptene	0	standard	6	0
DRUG	isoniazid	1	standard	33	0
DRUG	isopentenyl pyrophosphate	0	PubChem	42	0
DRUG	isoprenaline	1	standard	88	0
DRUG	isopropamide	0	standard	4	0
DRUG	isopropanol	1	standard	43	0
DRUG	isopropyl alcohol	0	PubChem	43	0
DRUG	isopto cetamide	0	standard	30	0
DRUG	isosorbide	0	standard	6	0
DRUG	isosorbide dinitrate	0	standard	23	0
DRUG	isosorbide dinitrate/hydralazine	1	modified_drug	39	0
DRUG	isosorbide mononitrate	0	standard	23	0
DRUG	isosulfan blue	0	standard	35	0
DRUG	isosulfan blue inner salt	0	corrected_overlay	31	0
DRUG	isothipendyl	1	ChEMBL	19	0
DRUG	isotretinoin	1	standard	67	0
DRUG	isovaleric acid	0	PubChem	44	0
DRUG	isoxaflutole	1	standard	82	0
DRUG	isoxsuprine	0	standard	75	0
DRUG	isradipine	0	standard	13	0
DRUG	istradefylline	0	standard	4	0
DRUG	itraconazole	1	standard	112	0
DRUG	ivabradine	1	standard	73	0
DRUG	ivacaftor	1	RxNorm	37	0
DRUG	ivacaftor / lumacaftor oral product	1	modified_drug	61	0
DRUG	ivacaftor / tezacaftor pill	0	modified_drug	90	0
DRUG	ivermectin	0	standard	48	0
DRUG	ivosidenib	1	standard	83	0
DRUG	ixabepilone	1	standard	53	0
DRUG	ixazomib	1	standard	81	0
DRUG	ixazomib citrate	1	standard	87	0
DRUG	ixekizumab	1	standard	350	0
DRUG	janssen covid-19 vaccine	1	standard	4	0
DRUG	japanese encephalitis vaccine, inactivated, adsorbed	1	modified_drug	17	0
DRUG	japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated)	1	modified_drug	23	0
DRUG	jnj-37822681	1	ChEMBL	19	0
DRUG	josamycin	0	PubChem	48	0
DRUG	kaempherol	1	ChEMBL	19	0
DRUG	kaletra	1	standard	60	0
DRUG	kanamycin	1	standard	24	0
DRUG	kaolin	1	RxNorm	17	0
DRUG	karaya gum	1	standard	169	0
DRUG	kcentra injectable product	0	corrected_overlay	22	0
DRUG	ketamine	0	PubChem	77	0
DRUG	ketanserin	1	standard	71	0
DRUG	ketoconazole	1	standard	16	0
DRUG	ketoprofen	1	standard	64	0
DRUG	ketorolac	1	standard	122	0
DRUG	ketotifen	1	standard	102	0
DRUG	keyhole limpet hemocyanin	0	standard	36	0
DRUG	khuskia oryzae	0	corrected_overlay	13	0
DRUG	kinetin	1	standard	42	0
DRUG	kinrix	0	corrected_overlay	26	0
DRUG	l 084	1	standard	0	1
DRUG	l-acetylleucine	0	standard	38	0
DRUG	l-glutamine	1	standard	89	0
DRUG	l-lactic acid	0	PubChem	51	0
DRUG	l1 protein, human papillomavirus type 11 vaccine / l1 protein, human papillomavirus type 16 vaccine / l1 protein, human papillomavirus type 18 vaccine / l1 protein, human papillomavirus type 31 vaccine / l1 protein, human papillomavirus type 33 vaccine / l1 protein, human papillomavirus type 45 vaccine / l1 protein, human papillomavirus type 52 vaccine / l1 protein, human papillomavirus type 58 vaccine / l1 protein, human papillomavirus type 6 vaccine injectable product	0	corrected_overlay	130	0
DRUG	l1 protein, human papillomavirus type 16 vaccine / l1 protein, human papillomavirus type 18 vaccine prefilled syringe	0	corrected_overlay	75	0
DRUG	labetalol	1	standard	59	0
DRUG	labetalol hydrochloride	0	standard	7	0
DRUG	labradimil	0	NCI Thesaurus	54	0
DRUG	lacidipine	0	standard	9	0
DRUG	lacosamide	0	standard	5	0
DRUG	lactic acid	1	standard	52	0
DRUG	lactose, anhydrous	1	standard	53	0
DRUG	lactulose	1	standard	26	0
DRUG	lafutidine	0	standard	6	0
DRUG	lamivudine	1	standard	84	0
DRUG	lamivudine 300 mg / tenofovir disoproxil fumarate 300 mg oral tablet	1	modified_drug	49	0
DRUG	lamotrigine	1	standard	82	0
DRUG	lanadelumab	0	standard	91	0
DRUG	landiolol	0	standard	6	0
DRUG	laninamivir	0	standard	6	0
DRUG	lanosterol	0	PubChem	68	0
DRUG	lanoteplase	1	ChEMBL	18	0
DRUG	lanreotide	0	standard	85	0
DRUG	lansoprazole	0	standard	28	0
DRUG	lansoprazole, amoxicillin and clarithromycin	0	corrected_overlay	31	0
DRUG	lanthanum carbonate	0	standard	55	0
DRUG	lanthanum carbonate hydrate	1	standard	3	0
DRUG	lanthanum(3+)	0	standard	20	0
DRUG	lapatinib	0	standard	37	0
DRUG	lapyrium	0	standard	6	0
DRUG	laromustine	0	NCI Thesaurus	59	0
DRUG	laronidase	1	standard	221	0
DRUG	laropiprant	0	standard	6	0
DRUG	larotrectinib	0	standard	73	0
DRUG	lascufloxacin	0	standard	0	1
DRUG	lasmiditan	0	standard	192	0
DRUG	lasofoxifene	1	standard	90	0
DRUG	latamoxef	1	standard	41	0
DRUG	latanoprost	1	standard	65	0
DRUG	latanoprost / netarsudil ophthalmic product	1	modified_drug	215	0
DRUG	latanoprost acid	1	standard	78	0
DRUG	latanoprostene bunod	0	standard	5	0
DRUG	lauric acid	1	standard	68	0
DRUG	lavoltidine	0	PubChem	60	0
DRUG	lazertinib	0	standard	161	0
DRUG	lebrikizumab	0	standard	42	0
DRUG	lecanemab	1	standard	204	0
DRUG	ledipasvir	1	standard	75	0
DRUG	ledipasvir / sofosbuvir oral product	1	modified_drug	69	0
DRUG	ledipasvir, sofosbuvir drug combination	0	corrected_overlay	11	0
DRUG	lefamulin	0	standard	282	0
DRUG	leflunomide	1	standard	87	0
DRUG	lemborexant	0	standard	131	0
DRUG	lenacapavir	1	curated_drug_definition	28	0
DRUG	lenacapavir sodium	0	standard	60	0
DRUG	lenalidomide	1	standard	57	0
DRUG	leniolisib	1	standard	59	0
DRUG	lenograstim	0	standard	50	0
DRUG	lenvatinib	1	standard	111	0
DRUG	lepirudin	1	standard	70	0
DRUG	lercanidipine	0	standard	4	0
DRUG	lesinurad	1	standard	62	0
DRUG	lestaurtinib	0	PubChem	4	0
DRUG	letermovir	0	standard	78	0
DRUG	letibotulinumtoxina	1	standard	80	0
DRUG	letrozole	0	standard	23	0
DRUG	leucovorin	1	standard	37	0
DRUG	leucovorin calcium	1	PubChem	37	0
DRUG	leuprolide	1	standard	78	0
DRUG	leuprorelin	1	standard	78	0
DRUG	leuprorelin acetate	1	standard	78	0
DRUG	levacetylmethadol	0	standard	23	0
DRUG	levallorphan	0	standard	5	0
DRUG	levamisole	1	standard	83	0
DRUG	levamlodipine	0	standard	13	0
DRUG	levetiracetam	1	standard	62	0
DRUG	levobetaxolol	1	standard	13	0
DRUG	levobunolol	1	standard	70	0
DRUG	levobupivacaine	1	standard	46	0
DRUG	levocabastine	0	standard	6	0
DRUG	levocarnitine	1	standard	43	0
DRUG	levocetirizine	0	standard	5	0
DRUG	levodopa	1	standard	95	0
DRUG	levofloxacin	1	standard	70	0
DRUG	levofolinic acid	1	standard	29	0
DRUG	levoketoconazole	0	standard	16	0
DRUG	levoleucovorin	0	standard	7	0
DRUG	levoleucovorin calcium pentahydrate	0	standard	125	0
DRUG	levomefolic acid	1	standard	42	0
DRUG	levomenol	0	PubChem	4	0
DRUG	levomenthol	1	standard	36	0
DRUG	levomilnacipran	0	standard	6	0
DRUG	levonorgestrel	1	standard	37	0
DRUG	levorphanol	0	standard	5	0
DRUG	levosalbutamol	0	standard	4	0
DRUG	levosimendan	0	standard	30	0
DRUG	levothyroxine	1	standard	63	0
DRUG	levothyroxine / liothyronine pill	1	modified_drug	34	0
DRUG	liarozole	0	PubChem	6	0
DRUG	librax	0	corrected_overlay	12	0
DRUG	licofelone	1	ChEMBL	19	0
DRUG	lidocaine	1	standard	57	0
DRUG	lidocaine / menthol / methyl salicylate topical product	1	modified_drug	62	0
DRUG	lidocaine / menthol topical solution	1	modified_drug	46	0
DRUG	lidocaine / phenylephrine rectal product	1	modified_drug	58	0
DRUG	lidoflazine	0	standard	4	0
DRUG	lifitegrast	1	standard	64	0
DRUG	limaprost	0	standard	6	0
DRUG	linaclotide	1	standard	67	0
DRUG	linagliptin	1	standard	62	0
DRUG	linagliptin / metformin pill	1	modified_drug	58	0
DRUG	lincomycin	1	standard	41	0
DRUG	lindane	0	standard	92	0
DRUG	linezolid	1	standard	83	0
DRUG	linoleic acid	1	standard	57	0
DRUG	linseed oil	0	NCI Thesaurus	22	0
DRUG	linzagolix	0	standard	115	0
DRUG	linzagolix choline	0	standard	126	0
DRUG	liothyronine	1	standard	100	0
DRUG	liotrix	0	standard	5	0
DRUG	lipegfilgrastim	0	standard	55	0
DRUG	lipoic acid	0	ChEBI	15	0
DRUG	liraglutide	1	standard	77	0
DRUG	lisdexamfetamine	0	standard	6	0
DRUG	lisinopril	0	standard	24	0
DRUG	lisocabtagene maraleucel	0	standard	148	0
DRUG	lisuride	0	standard	32	0
DRUG	lithium carbonate	0	standard	18	0
DRUG	lithium cation	0	standard	14	0
DRUG	lithium citrate	1	standard	43	0
DRUG	lithium hydroxide	0	standard	7	0
DRUG	lixisenatide	1	standard	99	0
DRUG	lobeglitazone	0	standard	5	0
DRUG	lodoxamide	0	standard	17	0
DRUG	lofexidine	0	standard	26	0
DRUG	lomefloxacin	1	standard	64	0
DRUG	lometrexol	0	NCI Thesaurus	71	0
DRUG	lomitapide	1	standard	88	0
DRUG	lomustine	1	standard	77	0
DRUG	lonafarnib	1	standard	30	0
DRUG	lonapegsomatropin	1	standard	353	0
DRUG	loncastuximab	0	standard	53	0
DRUG	loncastuximab tesirine	0	standard	125	0
DRUG	lonoctocog alfa	1	standard	0	1
DRUG	lonsurf	0	corrected_overlay	18	0
DRUG	loperamide	1	standard	58	0
DRUG	lopinavir	1	standard	77	0
DRUG	loracarbef	1	standard	59	0
DRUG	loratadine	1	standard	75	0
DRUG	lorazepam	1	standard	4	0
DRUG	lorcaserin	1	ChEMBL	19	0
DRUG	lorlatinib	1	standard	101	0
DRUG	lormetazepam	1	standard	46	0
DRUG	lornoxicam	1	standard	80	0
DRUG	lorpiprazole	0	standard	0	1
DRUG	losartan	1	standard	60	0
DRUG	losmapimod	0	PubChem	104	0
DRUG	loteprednol	0	standard	28	0
DRUG	loteprednol etabonate	0	standard	37	0
